s414 Element 2
1.252725 -0.034874
1.245165 -0.031290
1.232264 -0.026365
1.214462 -0.019199
1.198000 -0.012032
1.184648 -0.006657
1.172186 -0.001282
1.158395 0.004092
1.145043 0.009467
1.130801 0.014842
1.115217 0.020220
1.103645 0.023803
1.092963 0.027390
1.079611 0.030976
1.064028 0.034562
1.042652 0.038155
1.023495 0.039956
0.997656 0.039975
0.978937 0.038202
0.959329 0.035084
0.941037 0.029285
0.924087 0.022590
0.907588 0.014556
0.894198 0.006516
0.882150 -0.001524
0.872321 -0.010011
0.863382 -0.018501
0.856687 -0.025202
0.850419 -0.032350
0.843724 -0.040393
0.838797 -0.048886
0.836089 -0.059167
0.843222 -0.060066
0.853014 -0.060072
0.861038 -0.060079
0.878414 -0.058303
0.895803 -0.056527
0.910948 -0.054751
0.928337 -0.052972
0.946165 -0.051199
0.962200 -0.049420
0.981370 -0.047647
1.000527 -0.045872
1.023257 -0.044099
1.043316 -0.042326
1.068265 -0.040553
1.095446 -0.038784
1.126638 -0.037020
1.148917 -0.035248
1.163623 -0.035257
1.193474 -0.033491
1.226447 -0.033959
1.243372 -0.035314
1.252725 -0.034874
